Permit Number,Permittee Name,Project Name,Mechanical or Non-Mechanical,County,City,Lat.,Long.,HUC 8 ID#,Watershed Name,Discharge Stream,Class,Code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0077836,Town of Oakland,Oakland Wastewater Treatment Plant,Mechanical - Suspended Growth,Fayette,Oakland,35.222975,-89.522953,08010209,Loosahatchie,Loosahatchie River at mile 40.5,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0062171,Town of Obion,Obion Wastewater Lagoon,Non-Mechanical Lagoon,Obion,Obion,36.260575,-89.175936,08010202,North Fork Obion River,Obion River Mile 56.2,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0020885,Town of Oliver Springs,Oliver Springs STP,Mechanical - Suspended Growth,Roane,Oliver Springs,36.015713,-84.336395,06010207,Lower Clinch River,Poplar Creek at mile 15.4,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0064424,Town of Oneida,Oneida STP,Mechanical - Suspended Growth,Scott,Oneida,36.484566,-84.5547,05130104,South Fork Cumberland River,Pine Creek at mile 7.2,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0061271,Paris Board of Public Utilities,Paris WWTP,Mechanical - Suspended Growth,Henry,Paris,36.292687,-88.257301,06040005,Kentucky Lake,unnamed tributary at mile 0.5 which flows to Bailey Fork Creek at mile 6.2,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0067318,Town of Parrottsville,Parrottsville STP,Mechanical - Attached Growth,Cocke,Parrottsville,36.0109,-83.0958,06010105,Upper French Broad River,Clear Creek at mile 6.0,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0061727,City of Parsons,Parsons STP,Non-Mechanical Lagoon,Decatur,Parsons,35.616335,-88.10023,06040001,Beech River,Beech River at mile 5.8,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0074586,Town of Pegram,Pegram STP,Mechanical - Attached Growth,Cheatham,Pegram,36.092141,-87.049203,05130204,Harpeth River,Harpeth River at mile 46.7,M,"MW, DI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0059765,"Brushy Mountain Group, LLC","Brushy Mountain WWTP (formerly City of Wartburg, Morgan County Economic Development Board and TDOC)",Mechanical - Suspended Growth,Morgan,Petros,36.100581,-84.445878,06010208,Emory River,Stockstill Creek at mile 1.15,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0021237,City of Pigeon Forge,Pigeon Forge STP,Mechanical - Suspended Growth,Sevier,Pigeon Forge,35.807475,-83.585203,06010107,Lower French Broad River,West Prong Little Pigeon River Mile 7.7,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0081132,City of Pigeon Forge,Pigeon Forge STP (French Broad River facility),None ,Sevier,Pigeon Forge,,,,,French Broad River at mile 24,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0025054,Town of Pikeville,Pikeville STP,Mechanical - Suspended Growth,Bledsoe,Pikeville,35.595094,-85.195992,06020004,Sequatchie River,Sequatchie River Mile 78.4,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0067083,Jackson Energy Authority (JEA),Pinson Lagoon,Non-Mechanical Lagoon,Madison,Pinson,35.491913,-88.714792,08010205,South Fork Forked Deer River,South Fork Forked Deer River Mile 65.7,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0080764,City of Piperton,Piperton satellite collection system,Mechanical - Suspended Growth,Fayette,Piperton,35.045524,-89.621613,08010210,Wolf River,Wolf River at mile 39 (future activity),M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0021865,City of Portland,Portland STP,Mechanical - Suspended Growth,Sumner,Portland,36.587768,-86.526158,05130206,Red River,Summers Branch at mile 8.6 to the Red River ,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0078905,Hallsdale Powell Utility District,Hallsdale Powell Utility District STP,Mechanical - Suspended Growth,Knox,Powell,36.009342,-84.060339,06010207,Lower Clinch River,Beaver Creek at mile 23.5,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0021687,City of Pulaski,Pulaski STP,Mechanical - Suspended Growth,Giles,Pulaski,35.18333,-87.041667,06030004,Lower Elk River,Richland Creek at mile 23.3,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0067547,City of Red Boiling Springs,Municipal POTW,Non-Mechanical Lagoon,Macon,Red Boiling Springs,36.541162,-85.830052,05110002,Barren River,Salt Lick Creek at mile 15.7,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0062529,Town of Ridgely,Ridgely STP,Non-Mechanical Lagoon,Lake,Ridgely,36.25944,-89.48395,08010202,North Fork Obion River,Mississippi River at mile 857.5,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0078191,City of Ripley,Ripley Gas Water and Wastewater Department POTW,Non-Mechanical Lagoon,Lauderdale,Ripley,35.758876,-89.566068,08010208,Lower Hatchie River,Mississippi River at mile 800.5,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0024473,Roane County,Roane County STP,Mechanical - Suspended Growth,Roane,Rockwood,35.8755,-84.619714,06010201,Watts Bar Lake,Tennessee River at mile 562.4,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0026158,Rockwood Water Sewer and Gas (RWSG),Rockwood STP,Mechanical - Suspended Growth,Roane,Rockwood,35.852778,-84.705,06010201,Watts Bar Lake,Black Creek at mile 5.3,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0025127,City of Rocky Top,Rocky Top STP,Mechanical - Suspended Growth,Anderson,Rocky Top,36.212842,-84.145051,06010207,Lower Clinch River,Coal Creek at mile 3.3,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0020672,Town of Rogersville,Rogersville STP,Mechanical - Suspended Growth,Hawkins,Rogersville,36.380463,-83.045975,06010104,Holston River,Cherokee Reservoir at Holston River mile 99.7,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0064092,Town of Rossville,Rossville STP,Aerated Lagoon,Fayette,Rossville,35.054167,-89.541111,08010210,Wolf River,Wolf River at mile 43.7,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0062227,Town of Rutherford,Rutherford Lagoon STP,Non-Mechanical Lagoon,Gibson,Rutherford,36.139348,-88.986784,08010203,South Fork Obion River,Rutherford Fork of Obion River at mile 9.8,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0021105,Town of Rutledge,Rutledge STP,Mechanical - Suspended Growth,Grainger,Rutledge,36.270833,-83.533889,06010104,Holston River,Richland Creek at mile 18.6,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0059846,Grainger County,Industrial Park STP,Mechanical - Suspended Growth,Grainger,Rutledge,36.3125,-83.408333,06010104,Holston River,unnamed tributary at mile 0.4 to Shields Creek at mile 2.4,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0061565,City of Savannah,Savannah STP,Aerated Lagoon,Hardin,Savannah,35.231034,-88.211942,06040001,Beech River,Horse Creek at mile 7.8,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0062308,Town of Selmer,Selmer STP,Non-Mechanical Lagoon,McNairy,Selmer,35.15654,-88.603312,08010207,Upper Hatchie River,Cypress Creek at mile 14.5,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0060569,East Sevier County Utility District (ESCUD),ESCUD STP,Mechanical - Suspended Growth,Sevier,Sevierville,35.854444,-83.333889,06010107,Lower French Broad River,Wilhite Creek at mile 4.05,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0063959,City of Sevierville,McCroskey Island STP,Mechanical - Suspended Growth,Sevier,Sevierville,35.92928,-83.599123,06010107,Lower French Broad River,French Broad River Mile 26.75,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0062031,Town of Sharon,Sharon Lagoon STP,Non-Mechanical Lagoon,Weakley,Sharon,36.223927,-88.83709,08010203,South Fork Obion River,Middle Fork Obion River at mile 6.5,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0024180,"Shelbyville Power, Water & Sewerage System",Shelbyville STP,Mechanical - Suspended Growth,Bedford,Shelbyville,35.483333,-86.466389,06040002,Upper Duck River,Duck River at mile 221.25,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0021211,Hamilton County Water & Wastewater Treatment Authority (WWTA),Signal Mountain STP,Mechanical - Suspended Growth,Hamilton,Signal Mountain,35.105413,-85.359477,06020001,Lower Tennessee River,Tennessee River at mile 453.7,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0065358,City of Smithville,Smithville STP,Mechanical - Suspended Growth,DeKalb,Smithville,35.94131,-85.788353,05130108,Caney Fork River,Fall Creek at mile 4.7,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0020541,Town of Smyrna,Smyrna STP,Mechanical - Suspended Growth,Rutherford,Smyrna,35.99205,-86.51443,05130203,Stones River,Stewart Creek at mile 5.65,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0026638,Town of Sneedville,Sneedville STP,Mechanical - Suspended Growth,Hancock,Sneedville,36.526451,-83.216779,06010205,Upper Clinch River,Clinch River at mile 177.4,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0021652,Town of Somerville,Somerville Wastewater Lagoon,Non-Mechanical Lagoon,Fayette,Somerville,35.261111,-89.369166,08010209,Loosahatchie,Loosahatchie River at mile 46.7,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0067733,Town of Gordonsville,Gordonsville STP,Mechanical - Suspended Growth,Smith,South Carthage,36.248768,-85.957076,05130201,Old Hickory Lake,Cumberland River (Old Hickory Reservoir) at mile 308.3,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0064912,City of South Fulton,South Fulton STP,Mechanical - Attached Growth,Obion,South Fulton,36.494959,-88.887744,08010202,North Fork Obion River,North Fork Obion River at mile 18.0,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0024295,City of South Pittsburg,South Pittsburg STP,Mechanical - Suspended Growth,Marion,South Pittsburg,35.0028,-85.7011,06030001,Guntersville Lake,Tennessee River Mile 417.3,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0061166,City of Sparta,Sparta STP,Mechanical - Suspended Growth,White,Sparta,35.908333,-85.475,05130108,Caney Fork River,Calfkiller River Mile 11.5,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0077691,City of Spencer,Spencer STP,Mechanical - Suspended Growth,Van Buren,Spencer,35.702777,-85.486944,05130108,Caney Fork River,Caney Fork River at mile 104.6 ,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0021261,Town of Spring City,Spring City STP,Mechanical - Suspended Growth,Rhea,Spring City,35.6764,-84.8523,06010201,Watts Bar Lake,Watts Bar Lake at mile 5.0 of the Piney River Embayment,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0075868,City of Spring Hill,Spring Hill STP,Mechanical - Suspended Growth,Maury,Spring Hill,35.718345,-86.917124,06040003,Lower Duck River,Rutherford Creek at mile 19.6,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0024961,City of Springfield,Springfield STP,Mechanical - Suspended Growth,Robertson,Springfield,36.50749,-86.941676,05130206,Red River,Sulphur Fork Creek at mile 23.2,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0062154,Town of Stanton,Stanton Lagoon STP,Non-Mechanical Lagoon,Haywood,Stanton,35.463418,-89.394647,08010208,Lower Hatchie River,Wetland area drainage canal at mile 0.4 to Big Muddy Creek at mile 5.6,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0081906,Megasite Authority of West Tennessee,Memphis Regional Megasite WWTP,Mechanical - Suspended Growth,Haywood,Stanton,35.4256,-89.416,08010208,Lower Hatchie River,Mississippi River mile 768,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0078042,Benton-Decatur Special Sewer District,Benton-Decatur STP,Mechanical - Suspended Growth,Decatur,Sugar Tree,35.8681,-88.02016,06040001,Beech River,Tennessee River at mile 117.8,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0020052,City of Sweetwater,Sweetwater STP,Mechanical - Suspended Growth,Monroe,Sweetwater,35.611667,-84.458611,06010201,Watts Bar Lake,Sweetwater Creek at mile 19.4,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0024791,Claiborne Utilities District,Claiborne Utilities District STP,Mechanical - Suspended Growth,Claiborne,Tazewell,36.463742,-83.560763,06010206,Powell River,Russell Creek at mile 6.0,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0024953,Town of Tellico Plains,Tellico Plains STP,Mechanical - Suspended Growth,Monroe,Tellico Plains,35.372344,-84.290992,06010204,Little Tennessee River,Tellico River at mile 27.5,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0026409,Town of Tiptonville,City Lagoon,Non-Mechanical Lagoon,Lake,Tiptonville,36.369389,-89.495087,08010100,Mississippi River,Mississippi River at mile 872.5,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0064025,Town of Toone,Toone STP,Non-Mechanical Lagoon,Hardeman,Toone,35.345712,-88.955852,08010208,Lower Hatchie River,Pugh Creek Mile 0.8,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0078271,Trenton Light and Water,Trenton WWTP,Mechanical - Suspended Growth,Gibson,Trenton,35.987062,-88.943496,08010204,North Fork Forked Deer River,North Fork Forked Deer River at river mile 35.4 (at confluence of Cain Creek to the North Fork Forked Deer River),M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0062201,Town of Trezevant,Trezevant STP,Non-Mechanical Lagoon,Carroll,Trezevant,36.0107,-88.60645,08010203,South Fork Obion River,Reedy Creek at mile 4.4,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0062120,Town of Trimble,Trimble STP,Non-Mechanical Lagoon,Dyer,Trimble,36.189944,-89.193186,08010202,North Fork Obion River,Obion River at mile 55.2,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0064777,"Town of Troy
",Troy Wastewater Lagoon,Non-Mechanical Lagoon,Obion,Troy,36.326125,-89.164665,08010202,North Fork Obion River,Obion River at mile 61.2,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0023469,Tullahoma Utilities Authority,Tullahoma STP,Mechanical - Suspended Growth,Coffee,Tullahoma,35.344994,-86.209366,06030003,Upper Elk River,Rock Creek at mile 11.0,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0054950,Johnson City,Buffalo Valley STP,Mechanical - Suspended Growth,Unicoi,Unicoi,36.234715,-82.330117,06010103,Watauga River,Buffalo Creek at mile 7.9,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0021580,City of Union City,A.L. Strub WWTP,Mechanical - Suspended Growth,Obion,Union City,36.39212,-89.0318,08010202,North Fork Obion River,North Fork Obion River at mile 8.2,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0058238,Tellico Area Services System,Niles Ferry Wastewater Treatment Facility,Mechanical - Suspended Growth,Monroe,Vonore,35.603476,-84.22398,06010204,Little Tennessee River,Little Tennessee River at mile 18.6,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0059897,Tellico Reservoir Development Agency (TRDA),Tellico Reservoir Development Agency WWTP,Mechanical - Suspended Growth,Monroe,Vonore,35.613569,-84.260326,06010204,Little Tennessee River,Little Tennessee River at mile 16.1,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0028622,City of Wartburg,Wartburg STP,Mechanical - Suspended Growth,Morgan,Wartburg,36.083611,-84.556667,06010208,Emory River,Crooked Fork Creek at mile 6.3,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0020443,Town of Wartrace,Wartrace STP,Non-Mechanical Lagoon,Bedford,Wartrace,35.527609,-86.33279,06040002,Upper Duck River,Wartrace Creek at mile 2,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
